movieId,peopleId
93202,p_90343
93212,p_109484
93239,p_34262
93328,p_235662
8980,p_90268
93473,p_235742
93481,p_108746
93523,p_18865
93581,p_1152
93618,p_235902
93712,p_235956
94725,p_86019
95098,p_137381
95503,p_64030
95642,p_106428
95741,p_184054
95750,p_236784
95841,p_77136
96120,p_93477
96549,p_115825
96742,p_56717
96886,p_237136
96886,p_237137
96954,p_237183
97415,p_146868
97646,p_125694
98180,p_237770
98180,p_19119
98474,p_223000
99208,p_238372
99294,p_238410
99297,p_80247
99340,p_234274
99547,p_8300
99616,p_24891
99627,p_111178
99675,p_105723
101152,p_156560
101153,p_62854
101153,p_62863
47844,p_97202
102721,p_69987
102264,p_240604
102853,p_155564
102936,p_226141
102936,p_226142
103265,p_117920
103306,p_84880
103307,p_96958
103314,p_58728
103543,p_119718
103590,p_85683
103613,p_57865
103668,p_85376
104127,p_28279
104540,p_241586
104917,p_91288
105439,p_18209
105629,p_26882
105786,p_22833
104853,p_4600
105912,p_41670
106019,p_238045
106114,p_18598
105653,p_86763
106429,p_35452
61202,p_242603
106755,p_242749
39729,p_242762
106844,p_65994
106892,p_1776
106981,p_242842
106983,p_226322
107099,p_72280
472,p_5602
106576,p_24886
106917,p_26470
107668,p_243141
107797,p_48566
107829,p_59
107842,p_243234
107848,p_243241
107467,p_224449
108099,p_234662
108224,p_177837
13571,p_64438
13571,p_58036
7766,p_54908
108942,p_243911
109121,p_6431
109199,p_90351
109297,p_225584
109462,p_69392
2021,p_244406
110092,p_49785
110214,p_244824
110627,p_245200
110646,p_245204
110654,p_18844
110900,p_83924
109339,p_18320
111226,p_19639
111429,p_158719
111462,p_27436
111524,p_16214
111525,p_161106
109343,p_107788
111708,p_153080
111723,p_21002
111936,p_52670
112072,p_16794
112736,p_225594
112740,p_97262
112775,p_116353
112531,p_247193
113184,p_239431
113184,p_76622
113184,p_247531
113184,p_247532
113184,p_111332
113184,p_247533
113184,p_247534
113184,p_235744
113184,p_247535
113184,p_247536
113192,p_8636
95111,p_32395
112895,p_25882
48258,p_97937
113618,p_247940
113665,p_85970
113736,p_357
113803,p_231876
113833,p_204743
113840,p_124526
114018,p_50651
92153,p_12698
115248,p_1486
115253,p_227693
115685,p_64190
115846,p_141672
116034,p_11218
14221,p_12523
116607,p_81796
115536,p_44508
117119,p_251199
9071,p_6400
117239,p_71475
117704,p_251848
117707,p_251964
117707,p_156895
117797,p_13953
117797,p_8635
117949,p_6778
117959,p_55119
118270,p_78860
118385,p_21683
118697,p_607
118632,p_42111
118986,p_238103
120056,p_21684
120070,p_32958
42311,p_254138
52098,p_254162
