movieId,genreId
934,g_644
934,g_864
934,g_1110
934,g_3148
934,g_3165
934,g_10215
934,g_10223
935,g_56
935,g_116
935,g_245
935,g_1113
935,g_6033
935,g_10216
935,g_10222
935,g_10227
935,g_10228
938,g_191
938,g_864
938,g_1110
938,g_10214
938,g_10215
950,g_16
950,g_17
950,g_35
950,g_50
950,g_103
950,g_104
950,g_1109
950,g_1137
962,g_17
962,g_35
962,g_1110
962,g_1116
962,g_3165
979,g_18
979,g_53
979,g_684
979,g_873
979,g_874
979,g_1112
979,g_1168
979,g_1180
979,g_1188
979,g_10223
979,g_10225
979,g_10227
979,g_10228
1018,g_49
1018,g_79
1018,g_141
1018,g_219
1018,g_303
1018,g_353
1018,g_354
1018,g_3168
1018,g_10214
1018,g_10219
1018,g_10222
1018,g_10227
1018,g_10228
1018,g_10282
1018,g_11083
1023,g_54
1023,g_56
1023,g_302
1023,g_303
1023,g_10216
1023,g_10222
1023,g_10228
1023,g_14415
1050,g_35
1050,g_71
1050,g_87
1050,g_303
1075,g_56
1075,g_126
1075,g_303
1075,g_1110
1075,g_1113
1075,g_10216
1075,g_10228
1093,g_33
1093,g_80
1093,g_227
1093,g_818
1093,g_1110
1093,g_3148
1093,g_3165
1093,g_10214
1093,g_10215
1093,g_10221
1115,g_44
1115,g_69
1115,g_87
1115,g_302
1115,g_303
1115,g_1096
1115,g_10224
1115,g_10227
1245,g_18
1245,g_50
1245,g_130
1245,g_818
1245,g_1110
1245,g_10221
1245,g_10223
1245,g_10224
1245,g_10281
1273,g_15
1273,g_50
1273,g_85
1273,g_87
1273,g_154
1273,g_329
1273,g_866
1273,g_1108
1273,g_2891
1273,g_3160
1273,g_10214
1273,g_10215
1273,g_10216
1273,g_18385
1277,g_19
1277,g_33
1277,g_49
1277,g_130
1277,g_134
1277,g_302
1277,g_707
1277,g_818
1277,g_1032
1277,g_1134
1277,g_1135
1277,g_10219
1277,g_10221
1277,g_10224
1280,g_87
1280,g_104
1280,g_130
1280,g_353
1280,g_867
1280,g_3163
1364,g_130
1364,g_303
1364,g_353
1364,g_818
1364,g_1119
1364,g_2916
1364,g_3163
1364,g_10220
1364,g_10224
1368,g_28
1368,g_50
1368,g_53
1368,g_134
1368,g_329
1368,g_818
1368,g_864
1368,g_874
1368,g_1108
1368,g_1110
1368,g_1119
1368,g_10214
1368,g_10215
1368,g_10221
1368,g_10225
1379,g_44
1379,g_1048
1379,g_3163
1390,g_44
1390,g_104
1390,g_122
1390,g_303
1390,g_10216
1390,g_10221
1390,g_10224
1391,g_49
1391,g_69
1391,g_303
1391,g_1115
1391,g_2579
1391,g_2916
1391,g_10216
1391,g_10220
1391,g_10224
1391,g_10282
1396,g_18
1396,g_36
1396,g_3114
1398,g_18
1398,g_79
1398,g_878
1398,g_1110
1398,g_3137
1414,g_54
1414,g_87
1414,g_130
1414,g_10219
1414,g_10221
1414,g_10224
1414,g_10228
1417,g_18
1417,g_71
1417,g_92
1417,g_151
1417,g_154
1417,g_867
1417,g_1113
1417,g_2579
1417,g_7402
1417,g_10215
1417,g_10223
1417,g_10224
1417,g_10225
1417,g_10226
1417,g_10228
1417,g_10281
1417,g_10282
1493,g_35
1493,g_50
1493,g_865
1493,g_1109
1493,g_10216
1493,g_10217
1493,g_14354
1493,g_17126
1494,g_81
1494,g_127
1494,g_707
1494,g_818
1494,g_939
1494,g_1164
1494,g_2774
1494,g_2926
1494,g_10215
1494,g_10220
1494,g_10223
1494,g_10224
1494,g_10228
1494,g_10282
1567,g_53
1567,g_219
1591,g_87
1591,g_127
1591,g_210
1591,g_818
1591,g_10221
1591,g_10223
1593,g_14
1593,g_17
1593,g_35
1593,g_50
1593,g_869
1593,g_8741
1593,g_10216
1593,g_10217
1593,g_10218
1613,g_2738
1613,g_18385
1628,g_33
1628,g_49
1628,g_127
1628,g_209
1628,g_227
1628,g_818
1628,g_1048
1628,g_1110
1628,g_1185
1628,g_3163
1628,g_3165
1639,g_28
1639,g_53
1639,g_10214
1639,g_10215
1643,g_33
1643,g_49
1643,g_303
1643,g_873
1643,g_2579
1643,g_2916
1643,g_3163
1643,g_10219
1643,g_10220
1643,g_10224
1643,g_10225
1643,g_10228
1667,g_17
1667,g_208
1667,g_869
1667,g_10217
1667,g_10222
1672,g_28
1672,g_76
1672,g_106
1672,g_818
1672,g_864
1672,g_874
1675,g_18
1675,g_49
1675,g_1110
1675,g_5702
1678,g_49
1678,g_105
1678,g_1110
1678,g_2932
1678,g_3148
1678,g_3160
1678,g_3172
1698,g_27
1698,g_53
1698,g_169
1698,g_1108
1698,g_10215
1698,g_10226
1704,g_18
1704,g_865
1704,g_867
1704,g_3167
1704,g_10215
1704,g_10216
1704,g_10228
1704,g_14354
1705,g_50
1705,g_878
1705,g_1108
1705,g_10214
1705,g_10215
1735,g_12
1735,g_50
1735,g_154
1735,g_10214
1735,g_10215
1735,g_10226
1735,g_18385
1740,g_18
1740,g_122
1740,g_329
1740,g_1024
1740,g_10219
1740,g_10220
1740,g_10221
1740,g_10222
1740,g_10227
1786,g_44
1786,g_69
1786,g_92
1786,g_209
1786,g_1110
1786,g_3163
1786,g_10282
1793,g_17
1793,g_35
1793,g_50
1793,g_6033
1837,g_127
1837,g_302
1837,g_873
1837,g_3110
1837,g_3164
1845,g_126
1845,g_302
1845,g_10216
1845,g_10217
1845,g_10222
1872,g_53
1872,g_154
1872,g_163
1902,g_33
1902,g_76
1902,g_141
1902,g_3138
1902,g_10066
1902,g_10067
1902,g_10220
1902,g_10221
1902,g_10222
1902,g_10224
1902,g_10227
1902,g_10597
1958,g_71
1958,g_1024
1958,g_10216
1958,g_10220
1958,g_10222
1958,g_10228
1958,g_14452
1958,g_14999
1971,g_27
1971,g_87
1971,g_867
1971,g_3166
1979,g_49
1979,g_50
1979,g_85
1979,g_104
1979,g_1108
1979,g_1109
1979,g_2891
1979,g_2896
1979,g_10215
1995,g_12
1995,g_50
1995,g_1108
1995,g_2891
1995,g_3004
1995,g_3160
1995,g_10214
1995,g_10215
1995,g_10217
1995,g_10220
1995,g_14926
1997,g_12
1997,g_13
1997,g_17
1997,g_2731
2009,g_54
2009,g_92
2009,g_302
2009,g_1112
2009,g_1113
2009,g_10223
2009,g_10228
2009,g_15588
2021,g_122
2021,g_126
2021,g_127
2021,g_130
2021,g_10216
2021,g_10217
2021,g_10219
2084,g_33
2084,g_35
2084,g_80
2084,g_1115
2210,g_17
2210,g_22
2210,g_33
2210,g_35
2210,g_863
2210,g_866
2210,g_878
2241,g_35
2241,g_69
2241,g_818
2241,g_1126
2241,g_2888
2241,g_10216
2241,g_10217
2269,g_27
2269,g_154
2269,g_303
2269,g_818
2269,g_1108
2269,g_6723
2269,g_10215
2269,g_10225
2269,g_10226
2318,g_53
2318,g_864
2384,g_56
2384,g_87
2384,g_303
2384,g_524
2384,g_1113
2384,g_1119
2384,g_2731
2384,g_3163
2384,g_3165
2384,g_10216
2384,g_10217
2384,g_10218
2384,g_10222
2384,g_10227
2384,g_10228
2395,g_12
2395,g_17
2395,g_35
2395,g_85
2395,g_1108
2395,g_10216
2395,g_10218
2460,g_33
2469,g_56
2469,g_302
2469,g_2916
2469,g_10220
2469,g_10225
2517,g_71
2517,g_302
2522,g_28
2522,g_71
2522,g_76
2522,g_79
2522,g_92
2522,g_104
2522,g_106
2522,g_134
2522,g_1072
2522,g_3148
2522,g_10215
2574,g_33
2574,g_44
2574,g_127
2574,g_818
2574,g_1110
2574,g_3165
2602,g_39
2602,g_169
2623,g_33
2623,g_49
2623,g_50
2623,g_10218
2623,g_10219
2623,g_10281
2671,g_27
2671,g_79
2671,g_10214
2671,g_10215
2671,g_10226
2673,g_27
2673,g_219
2796,g_17
2796,g_19
2796,g_35
2796,g_3144
2796,g_3167
2860,g_126
2860,g_10219
2860,g_10222
2897,g_12
2897,g_17
2897,g_49
2897,g_50
2897,g_104
2897,g_149
2897,g_818
2897,g_10216
2897,g_10222
2897,g_10228
2899,g_12
2899,g_17
2899,g_35
2899,g_85
2899,g_2896
2899,g_10216
2899,g_10217
2901,g_18
2965,g_12
2965,g_17
2965,g_878
2965,g_3167
2965,g_6033
2968,g_17
2968,g_27
2968,g_878
2968,g_1110
2968,g_3165
2968,g_6033
3025,g_17
3025,g_27
3025,g_878
3025,g_6033
3040,g_27
3040,g_28
3040,g_49
3040,g_104
3040,g_154
3040,g_818
3040,g_1108
3040,g_6723
3040,g_10214
3040,g_10215
3040,g_10226
3040,g_10228
3050,g_17
3050,g_35
3050,g_50
3050,g_154
3050,g_1108
3050,g_1109
3050,g_8741
3050,g_10216
3050,g_10217
3059,g_18
3059,g_50
3059,g_149
3059,g_1116
3059,g_2896
3059,g_3165
3073,g_17
3073,g_27
3073,g_35
3073,g_49
3073,g_50
3073,g_3165
3079,g_17
3079,g_18
3079,g_158
3079,g_878
3176,g_27
3176,g_53
3176,g_10215
3176,g_10227
3291,g_36
3291,g_92
3291,g_106
3291,g_209
3291,g_301
3291,g_1045
3291,g_3165
3291,g_10215
3291,g_10223
3421,g_18
3421,g_302
3421,g_818
3512,g_17
3512,g_28
3512,g_50
3512,g_878
3546,g_53
3546,g_864
3546,g_2648
3549,g_71
3640,g_87
3640,g_122
3640,g_865
3640,g_1108
3716,g_19
3716,g_1115
3716,g_10217
3716,g_10218
3716,g_10219
3716,g_10221
3763,g_27
3763,g_31
3763,g_32
3763,g_142
3763,g_3128
3763,g_3165
3763,g_10215
3763,g_10220
3763,g_10227
3763,g_10228
3764,g_71
3764,g_1116
3764,g_3165
3777,g_36
3777,g_193
3777,g_1024
3777,g_3165
3777,g_7285
3780,g_18
3780,g_818
3780,g_3135
3780,g_3165
3782,g_18
3870,g_18
3870,g_49
3870,g_92
3870,g_1110
3870,g_3163
3875,g_18
3875,g_71
3901,g_18
3901,g_1122
3901,g_3165
3921,g_18
3921,g_1122
3921,g_1250
3964,g_18
3964,g_76
3964,g_80
3964,g_818
3964,g_1109
3964,g_10214
3964,g_10215
3964,g_10223
3964,g_10225
3964,g_10227
3965,g_76
3965,g_10215
3965,g_10227
4011,g_50
4011,g_56
4011,g_170
4011,g_1108
4011,g_10216
4011,g_10217
4011,g_10226
4011,g_10228
4011,g_10281
4031,g_35
4031,g_49
4031,g_867
4043,g_33
4043,g_73
4043,g_122
4043,g_302
4043,g_1113
4043,g_7142
4043,g_10220
4043,g_10227
4116,g_17
4116,g_50
4116,g_85
4116,g_863
4116,g_878
4116,g_1110
4116,g_3165
4176,g_53
4180,g_17
4180,g_35
4180,g_10216
4180,g_10217
4180,g_10218
4241,g_27
4241,g_49
4241,g_56
4241,g_114
4241,g_142
4241,g_354
4241,g_873
4241,g_874
4241,g_1112
4241,g_1479
4241,g_3166
4241,g_10214
4241,g_10216
4241,g_10225
4241,g_10226
4241,g_10227
4241,g_10228
4271,g_49
4271,g_56
4271,g_69
4271,g_71
4271,g_10215
4271,g_10216
4271,g_10220
4271,g_10221
4271,g_10228
4283,g_17
4283,g_27
4283,g_50
4283,g_53
4291,g_17
4291,g_35
4291,g_1113
4348,g_33
4348,g_36
4348,g_818
4348,g_865
4348,g_939
4348,g_1108
4348,g_1109
4348,g_10219
4348,g_10221
4348,g_10282
4382,g_17
4382,g_18
4382,g_209
4382,g_3165
4396,g_1479
4396,g_2713
4421,g_50
4421,g_134
4421,g_138
4421,g_10214
4421,g_10225
4437,g_50
4437,g_818
4437,g_878
4437,g_10215
4437,g_10222
4437,g_10223
4481,g_133
4481,g_818
4481,g_1110
4482,g_126
4486,g_18
4486,g_49
4486,g_302
4494,g_18
4494,g_27
4494,g_49
4494,g_7142
4516,g_18
4516,g_35
4527,g_17
4527,g_80
4527,g_818
4528,g_36
4528,g_818
4546,g_36
4548,g_36
4548,g_134
4548,g_818
4548,g_939
4548,g_10221
4548,g_10224
4553,g_79
4553,g_141
4553,g_10227
4561,g_2916
4588,g_33
4588,g_76
4588,g_92
4588,g_106
4588,g_134
4588,g_136
4588,g_818
4588,g_873
4588,g_874
4588,g_1112
4588,g_10219
4588,g_10221
4588,g_10224
4611,g_17
4611,g_35
4655,g_28
4655,g_53
4655,g_87
4655,g_863
4655,g_864
4655,g_874
4655,g_2896
4689,g_18
4689,g_27
4689,g_53
4689,g_874
4689,g_10215
4689,g_10223
4689,g_10227
4816,g_249
4816,g_329
4816,g_2738
4816,g_10214
4816,g_10222
4835,g_35
4918,g_53
4918,g_136
4921,g_44
4921,g_69
4921,g_1115
4921,g_3163
4929,g_37
4929,g_135
4935,g_17
4935,g_34
4935,g_818
4935,g_10215
4935,g_10222
4935,g_10282
4973,g_130
4973,g_302
4973,g_10221
4973,g_10224
4977,g_14
4977,g_34
4977,g_878
5000,g_18
5000,g_32
5000,g_49
5000,g_1110
5000,g_10282
5050,g_53
5050,g_80
5050,g_130
5050,g_873
5050,g_1048
5050,g_2916
5050,g_10214
5050,g_10215
5050,g_10220
5050,g_10226
5055,g_92
5155,g_18
5155,g_818
5155,g_1101
5155,g_1110
5155,g_3165
5156,g_44
5156,g_54
5156,g_69
5156,g_1101
5156,g_1110
5156,g_3165
5156,g_10282
5165,g_19
5165,g_80
5165,g_1101
5165,g_3148
5165,g_3163
5165,g_3165
5165,g_10221
5165,g_10224
5168,g_87
5168,g_204
5168,g_209
5168,g_303
5168,g_1043
5168,g_10221
5168,g_10222
5168,g_10223
5488,g_18
5488,g_35
5493,g_12
5493,g_17
5493,g_28
5493,g_878
5552,g_17
5552,g_18
5552,g_43
5552,g_85
5552,g_878
5622,g_31
5622,g_35
5644,g_12
5644,g_17
5654,g_31
5654,g_818
5654,g_3167
5781,g_18
5781,g_130
5781,g_818
5781,g_1048
5781,g_1110
